x,y
730,64
968,64
26,65
162,65
448,65
666,65
569,66
792,66
828,66
33,67
39,67
485,67
652,67
663,67
320,68
339,68
475,68
545,68
878,68
926,69
321,70
874,70
647,71
994,71
420,72
741,72
814,72
274,73
303,73
103,75
170,75
661,75
792,75
220,76
396,76
545,76
883,76
190,77
515,77
668,77
989,77
141,78
712,78
313,79
695,79
746,79
581,80
709,80
171,82
230,82
261,82
632,82
782,82
798,82
470,83
499,83
278,84
419,84
751,84
719,85
732,85
98,86
199,86
262,86
280,86
721,86
754,86
394,87
224,88
905,89
906,89
487,90
768,90
404,91
666,91
730,91
751,91
368,92
603,92
686,92
697,92
894,92
482,93
740,93
916,93
124,94
543,94
807,94
825,94
958,94
62,95
67,95
120,95
358,95
962,95
117,96
414,96
573,96
628,96
770,96
799,96
67,97
709,97
895,97
304,98
337,98
358,98
518,98
528,98
538,98
105,99
427,99
59,100
836,100
877,100
575,101
657,101
753,101
365,102
470,102
130,103
134,103
212,103
364,103
421,103
636,103
331,104
441,104
651,104
706,104
856,104
985,104
282,105
288,105
527,105
605,105
54,106
561,106
815,106
295,107
470,107
474,107
694,107
800,107
839,107
948,107
276,108
520,108
603,108
950,108
72,109
322,109
386,109
866,109
491,110
751,110
899,110
274,111
463,111
486,111
553,111
706,111
739,111
835,111
118,112
364,112
725,112
965,112
224,113
235,113
326,113
400,113
452,113
666,113
753,113
768,114
83,115
157,115
326,115
668,115
700,115
208,116
692,116
861,116
146,117
166,117
261,117
320,117
881,117
730,118
882,118
987,118
69,119
225,119
491,119
721,119
766,119
309,120
402,120
513,120
589,120
306,121
465,121
466,121
977,121
331,122
702,122
120,123
272,123
342,123
422,123
566,123
656,123
964,123
67,124
73,124
440,124
645,124
59,125
407,125
51,126
196,126
285,126
663,126
821,126
332,127
562,127
797,127
679,128
272,129
275,129
376,129
571,129
709,129
143,130
210,130
279,130
570,130
3,131
31,131
217,131
604,131
87,132
341,132
657,132
802,132
38,133
45,133
112,133
306,133
631,133
167,135
503,135
781,135
841,135
881,135
66,136
97,136
307,136
534,136
794,136
23,137
258,137
274,137
324,137
779,137
945,137
992,137
179,138
92,139
358,139
490,139
523,139
689,139
830,139
118,140
166,140
425,140
172,141
173,141
349,141
714,141
670,142
98,143
124,143
151,143
457,143
592,143
259,144
800,144
921,144
11,145
301,145
435,145
635,145
869,145
894,145
52,146
85,146
413,146
812,146
144,147
389,147
856,147
886,147
907,147
49,148
195,148
416,148
596,148
879,148
936,148
63,149
177,149
271,149
666,149
668,149
946,149
968,149
937,150
200,151
984,151
509,152
636,152
638,152
754,152
293,153
414,153
659,153
683,153
3,154
552,154
66,155
100,155
188,155
291,155
796,155
963,155
276,156
433,156
24,157
423,157
535,157
650,157
671,157
305,158
542,158
751,158
50,159
136,159
268,159
276,159
524,159
852,159
959,159
966,159
316,160
585,160
846,160
88,161
161,161
300,161
402,161
451,161
466,161
509,161
870,161
914,161
752,162
849,162
194,163
364,163
572,163
752,163
859,163
67,164
208,164
374,164
775,164
994,164
173,165
382,165
509,165
535,165
627,165
832,165
131,166
229,166
303,166
154,167
556,167
66,168
594,168
777,168
801,168
947,168
610,169
723,169
733,169
852,169
990,169
337,170
384,170
447,170
477,170
593,170
684,170
980,170
314,171
778,171
899,171
60,172
791,172
857,172
865,172
61,173
248,173
257,173
515,173
698,173
854,173
948,173
500,174
503,174
784,174
993,174
4,175
96,175
326,175
920,175
291,176
896,176
969,176
979,176
8,177
103,177
261,177
777,177
885,177
993,177
295,178
332,178
585,178
3,179
34,179
56,179
199,179
492,179
630,179
879,179
885,179
219,180
252,180
423,180
437,180
551,180
608,180
694,180
838,180
24,181
51,181
157,181
399,181
472,181
483,181
650,181
829,181
998,181
87,182
686,182
29,183
339,183
351,183
830,183
96,184
508,184
600,184
38,185
287,185
69,186
72,186
540,186
654,186
56,187
78,187
195,187
337,187
512,187
295,188
452,188
844,188
914,188
997,188
460,189
483,189
532,189
654,189
32,190
772,190
137,191
608,191
823,191
996,191
231,192
245,192
449,192
110,193
226,193
365,193
422,193
557,193
605,193
818,193
912,193
253,194
756,194
922,194
88,195
178,195
882,195
496,196
777,196
96,197
947,197
8,198
213,198
711,199
114,200
166,200
263,200
359,200
484,200
559,200
182,201
570,201
182,202
412,202
881,202
48,203
471,203
729,203
972,203
99,204
540,204
984,204
183,205
530,205
768,205
769,205
836,205
839,205
70,206
496,206
641,206
840,206
685,207
730,207
996,207
467,208
633,208
788,208
911,208
932,208
967,208
742,209
772,209
476,210
482,210
608,210
836,210
853,210
133,211
353,211
390,211
942,211
404,212
641,212
962,212
985,212
988,212
56,213
143,213
145,213
219,213
691,214
713,214
909,214
279,215
300,215
553,215
584,215
480,216
670,216
886,216
22,217
125,217
377,217
768,217
430,218
773,218
848,218
44,219
146,219
219,219
368,219
558,219
893,219
905,219
991,219
2,220
117,220
347,220
404,220
484,220
733,220
946,220
65,221
147,221
185,221
210,221
315,221
350,221
361,221
13,222
111,222
425,222
445,222
484,222
552,222
153,223
225,223
424,223
19,224
47,224
192,224
691,224
867,224
456,225
193,226
679,226
787,226
795,226
991,226
515,227
631,227
113,228
776,228
858,228
255,229
371,229
513,229
570,229
601,229
626,229
778,229
802,229
63,230
195,230
765,230
823,230
577,231
634,231
982,231
251,232
319,232
343,232
410,232
479,232
533,232
871,232
641,233
976,233
5,234
136,234
404,234
439,234
556,234
958,234
206,235
273,235
362,236
436,236
478,236
534,236
454,237
597,237
726,237
930,237
957,237
115,238
596,238
697,238
973,238
55,239
160,239
220,239
283,239
353,239
507,239
838,239
907,239
993,239
248,240
300,240
441,240
727,240
923,240
373,241
101,242
199,242
632,242
690,242
871,242
933,242
5,243
125,243
240,243
721,243
828,243
870,243
919,244
582,245
970,245
716,246
825,246
832,246
863,246
103,247
116,247
261,247
433,247
84,248
103,248
115,248
680,248
832,248
909,248
966,248
153,249
358,249
556,249
590,249
90,250
539,250
814,250
229,251
241,251
187,252
431,252
731,252
774,252
782,252
843,252
848,252
957,252
517,253
536,253
625,253
626,253
854,253
429,254
937,254
948,254
114,255
321,255
365,255
530,255
699,255
795,255
909,255
20,256
663,256
706,256
232,257
450,257
379,258
430,258
100,259
107,259
166,259
681,259
878,259
977,259
250,260
316,260
847,260
302,261
391,261
633,261
680,261
720,261
99,262
566,262
766,262
986,262
31,263
339,263
520,263
747,263
889,263
482,266
566,266
702,266
953,266
247,267
294,267
306,267
21,268
186,268
244,268
448,268
965,268
467,269
185,270
471,270
615,270
932,270
80,271
232,271
275,271
276,271
414,271
514,271
891,271
956,271
132,272
222,272
358,272
29,273
87,273
361,273
392,273
984,273
993,273
141,274
299,274
920,274
28,275
422,275
596,275
647,275
42,276
354,276
693,276
935,277
985,277
27,278
484,278
712,278
368,279
875,279
178,280
385,280
432,280
511,280
647,280
131,281
139,281
278,281
371,281
423,281
956,281
193,282
200,282
303,282
399,282
148,283
154,283
254,283
688,283
828,283
913,283
971,283
755,284
498,285
574,285
585,285
907,285
111,286
935,286
972,286
190,287
255,287
731,287
847,287
957,287
986,287
205,288
376,288
633,288
936,288
641,289
780,289
104,290
539,290
888,290
23,291
150,291
279,291
423,291
743,291
774,291
905,291
95,292
191,292
747,292
934,292
700,293
135,294
432,294
673,294
35,295
45,295
115,295
366,295
502,295
707,295
153,296
184,296
366,296
672,296
701,296
907,296
520,297
594,297
865,297
929,297
959,297
51,298
314,298
573,298
838,298
24,299
172,299
272,299
304,299
451,299
549,299
590,300
613,300
683,300
613,301
456,302
495,302
873,302
901,302
838,303
982,303
574,304
895,304
500,305
846,305
70,306
304,306
654,306
668,306
688,306
98,307
521,307
533,307
556,307
709,307
150,308
365,308
507,308
966,308
225,309
383,309
339,310
680,310
713,310
226,311
496,311
577,311
606,311
620,311
744,311
881,311
304,312
506,312
513,312
534,312
698,312
812,312
506,313
839,313
875,313
87,314
238,314
245,314
273,314
353,314
596,315
604,315
786,315
920,315
121,316
549,316
804,316
853,316
907,316
311,317
380,317
407,317
453,317
477,317
500,317
554,317
571,317
872,317
935,317
252,318
516,318
514,319
599,319
840,319
259,320
291,320
830,320
367,321
390,321
831,321
948,321
973,321
974,321
36,322
158,322
204,322
555,322
661,322
761,322
806,322
155,323
280,323
360,323
759,323
27,324
335,324
550,324
615,324
721,324
867,324
300,325
459,325
814,325
197,326
399,326
223,327
339,327
274,328
520,328
595,328
252,329
515,329
637,329
639,329
859,329
865,329
871,329
940,329
2,330
292,330
617,330
739,330
86,331
200,331
358,331
603,331
614,331
780,331
939,331
160,332
185,332
803,332
36,333
571,333
752,333
971,333
226,334
955,334
323,335
245,336
804,336
306,337
756,337
70,338
459,338
578,338
705,339
722,339
732,339
917,339
978,339
26,340
340,340
376,340
459,340
615,340
564,341
807,341
873,341
30,342
236,342
527,342
952,342
384,343
861,343
49,344
494,344
525,344
627,344
652,344
253,345
366,345
508,345
562,345
745,345
853,345
90,346
97,346
785,346
282,347
298,347
358,347
376,347
964,347
38,348
391,348
445,348
29,349
183,349
428,349
441,349
516,349
951,349
859,350
953,350
2,351
170,351
277,351
392,351
416,351
954,351
974,351
457,352
799,352
915,353
934,353
959,353
980,353
523,354
718,354
796,354
11,355
149,355
260,355
265,355
742,355
132,356
779,356
763,357
872,357
955,357
476,358
500,358
606,358
691,358
699,358
6,359
55,359
152,359
338,359
407,359
531,359
617,359
421,360
960,360
138,361
445,361
806,361
876,361
59,362
278,362
622,362
701,362
734,362
68,363
577,363
263,364
500,364
665,364
742,364
945,364
75,365
475,365
527,365
666,365
720,365
917,365
282,366
760,366
988,366
552,367
593,367
750,367
880,367
282,368
444,368
445,368
481,368
519,368
722,368
858,368
440,369
488,369
693,369
732,369
49,370
125,370
132,370
141,370
155,370
178,370
427,370
676,370
340,371
477,371
586,371
948,371
26,372
58,372
843,372
871,372
159,373
227,373
229,373
299,373
311,373
986,373
225,374
359,374
886,374
272,375
427,375
445,375
508,375
294,376
919,376
612,377
643,377
789,377
246,378
397,378
656,378
857,378
941,378
91,379
248,379
390,379
952,380
267,381
587,381
7,382
131,382
136,382
821,382
183,383
365,383
393,383
417,383
440,383
512,383
659,383
901,383
979,383
684,384
1,385
212,386
617,386
935,386
62,387
85,387
225,387
569,387
676,387
766,387
406,388
556,388
249,389
313,389
967,389
164,390
620,390
832,390
846,390
934,390
128,391
367,391
816,391
399,392
642,392
193,393
272,393
365,393
473,393
596,393
945,393
989,393
222,394
318,394
329,394
606,394
674,394
720,394
298,396
302,396
384,396
461,396
903,396
944,396
166,397
352,397
267,398
60,399
83,399
634,399
859,399
993,399
19,400
453,400
814,400
173,401
808,401
818,401
269,402
321,402
464,402
905,402
188,403
229,403
665,403
992,403
84,404
395,404
646,404
659,404
825,404
42,405
127,405
170,405
429,405
654,405
739,405
783,405
286,406
277,407
463,407
811,407
826,407
615,408
789,408
872,408
3,409
7,409
43,409
192,409
683,409
15,410
178,410
473,410
557,410
956,410
206,411
318,411
615,411
644,411
819,412
391,413
582,413
822,413
839,414
857,414
915,414
160,415
173,415
602,415
702,415
719,415
197,416
256,416
716,416
982,416
442,417
557,417
626,417
674,417
687,417
716,417
727,417
840,418
44,419
171,419
341,419
535,419
567,419
918,419
32,420
174,420
410,420
849,420
144,421
597,421
72,422
226,422
369,422
691,422
861,422
954,422
17,423
210,423
232,423
436,423
570,423
907,423
929,423
930,423
163,424
301,424
324,424
315,425
355,425
986,425
130,426
216,426
577,426
11,427
137,427
460,427
6,428
187,428
332,428
583,428
692,428
990,428
87,429
246,429
318,429
376,429
470,429
534,429
666,429
737,429
56,430
399,430
432,430
583,430
209,431
288,432
777,432
798,432
257,433
283,433
407,433
514,433
679,433
152,435
200,435
238,435
263,435
315,435
378,435
464,435
659,435
38,436
60,436
749,436
287,437
388,437
541,437
795,437
358,438
387,438
133,439
421,439
794,439
37,440
240,440
475,440
41,441
173,441
198,441
657,441
498,442
911,442
249,443
426,443
115,444
262,444
312,444
567,444
241,445
266,445
339,445
413,445
735,445
791,445
336,446
562,446
911,446
18,447
315,447
356,447
653,447
767,447
831,447
946,447
74,448
151,448
210,448
516,449
726,449
59,450
188,450
529,450
550,450
895,450
119,451
184,451
394,451
551,451
114,452
232,452
598,452
645,452
695,452
709,452
866,452
655,453
710,453
915,453
945,453
334,454
746,454
143,455
503,455
625,455
766,455
776,455
31,456
87,456
929,456
71,457
504,457
65,458
201,458
214,458
465,458
701,458
828,458
868,458
369,459
601,459
249,460
784,460
818,460
175,461
47,462
787,462
917,462
938,462
120,463
191,463
595,463
798,463
530,464
894,464
910,464
172,465
329,465
380,465
402,465
507,465
665,466
805,466
856,466
42,467
737,467
856,467
954,467
346,468
397,468
818,468
93,469
165,469
293,469
378,469
475,469
965,469
247,470
322,470
840,470
117,471
178,471
773,471
32,472
205,472
244,472
331,472
463,472
496,472
561,472
635,472
782,472
980,472
321,473
848,473
426,474
567,474
814,474
897,474
92,475
159,475
200,475
234,475
683,475
907,475
985,475
466,476
627,476
913,476
68,477
326,477
395,477
431,477
595,477
634,477
697,477
251,478
424,478
551,478
769,478
824,478
925,478
93,479
98,479
313,479
315,479
749,479
903,479
27,480
150,480
344,480
726,480
792,480
118,481
402,481
416,481
523,481
705,481
315,482
343,482
844,482
849,482
201,483
304,483
767,483
874,483
738,484
96,485
144,485
279,485
589,485
619,485
699,485
835,485
155,486
672,486
136,487
157,487
267,487
268,487
862,487
910,488
143,489
616,489
629,489
0,490
32,490
321,490
745,490
754,491
336,492
598,492
863,492
151,493
364,493
720,493
866,493
151,494
382,494
519,494
54,495
388,495
770,495
884,495
952,495
169,496
175,496
195,496
234,496
269,496
760,496
98,497
265,497
738,497
182,498
490,498
517,498
834,498
924,498
53,499
161,499
464,499
583,499
221,500
517,500
635,500
860,500
899,500
935,500
242,501
410,501
585,501
606,501
347,502
996,502
69,503
222,503
543,503
647,503
741,503
803,503
868,503
887,503
461,504
484,504
852,504
870,504
890,504
291,505
331,505
358,505
455,505
530,505
672,505
833,505
23,506
216,506
256,506
331,506
388,506
511,506
131,507
576,507
673,507
814,507
155,508
189,508
710,508
713,508
12,509
586,509
15,510
153,510
407,510
985,510
207,511
498,511
764,511
49,512
308,512
409,512
533,512
554,512
615,512
166,513
335,513
629,513
668,513
734,513
792,513
839,513
33,514
236,514
261,514
126,515
323,515
358,515
572,515
969,515
127,516
286,516
898,516
2,517
489,517
988,517
471,518
745,518
97,519
143,519
844,519
959,519
165,520
463,520
531,520
888,520
27,521
765,521
124,522
209,522
311,522
459,522
517,522
325,523
414,523
428,523
760,523
786,523
961,523
115,524
521,524
76,525
434,525
608,525
952,525
422,526
511,526
955,526
445,527
146,528
376,528
522,528
209,529
978,529
46,531
127,531
353,531
387,531
459,531
577,531
612,531
844,531
212,532
473,532
534,532
549,532
96,533
298,533
330,533
682,533
959,533
183,534
401,534
681,534
758,535
794,535
74,536
94,536
195,536
699,536
815,536
847,536
616,537
206,538
766,538
949,538
801,539
80,540
177,540
513,540
675,540
3,541
700,541
706,541
217,542
326,542
715,542
848,542
136,543
191,543
285,543
781,543
827,543
182,544
882,544
500,545
590,545
248,546
576,546
777,546
852,546
979,546
173,547
280,547
415,547
631,547
810,547
832,547
65,548
536,548
612,548
625,548
472,549
683,549
737,549
336,550
378,550
422,550
614,550
817,550
951,550
134,551
417,551
461,551
478,551
673,551
833,551
424,552
503,552
58,553
112,553
350,553
466,553
792,553
396,554
650,554
784,554
171,555
202,555
402,555
611,555
23,556
49,556
59,556
506,556
895,556
908,556
925,556
995,556
194,557
201,557
270,557
395,557
610,557
84,558
137,558
228,558
651,558
781,558
36,559
93,559
264,559
325,559
442,559
554,559
653,559
675,559
699,559
915,559
938,559
979,559
11,560
102,560
116,560
250,560
687,560
34,561
57,561
87,561
265,561
516,561
540,561
576,561
748,561
155,562
165,562
590,562
86,563
290,563
354,563
444,563
859,563
871,563
887,563
957,563
471,564
479,564
720,564
890,565
326,566
496,566
616,566
105,567
520,567
796,567
34,568
140,568
289,568
754,568
207,569
594,569
635,570
707,570
407,571
428,571
492,571
882,571
905,571
908,571
357,572
500,572
142,573
170,573
361,573
217,574
923,574
943,574
5,575
326,575
588,575
759,575
331,576
723,576
146,578
276,578
284,578
527,578
267,579
888,579
114,580
404,580
742,580
77,581
306,581
472,581
592,581
598,581
22,582
823,582
945,582
136,583
261,583
810,583
851,583
343,584
589,584
591,584
605,584
687,584
0,585
15,585
105,585
146,585
470,585
772,585
790,585
189,586
291,586
381,586
703,586
972,586
998,586
25,587
978,587
5,588
22,588
213,588
298,588
986,588
577,589
666,589
818,589
942,589
34,590
200,590
452,590
71,591
73,591
105,591
188,591
478,591
629,591
672,591
685,591
22,592
279,592
737,592
771,592
255,593
590,593
705,593
238,594
701,594
760,594
316,595
736,595
741,595
77,596
189,596
591,596
896,596
936,596
120,597
891,597
917,597
940,597
977,597
135,598
325,598
369,598
834,598
952,598
125,599
165,599
264,599
289,599
321,599
496,599
901,599
913,599
484,600
490,600
835,600
920,600
149,601
188,601
241,601
417,601
453,601
134,602
804,602
249,603
724,603
759,603
106,604
339,604
555,604
757,604
866,604
288,605
440,605
454,605
528,605
629,605
903,605
946,605
69,606
177,606
703,606
274,607
276,607
409,607
418,607
542,607
822,607
481,608
581,608
841,608
102,609
166,609
232,609
269,609
385,609
824,609
867,609
224,610
285,610
574,610
630,610
647,610
661,610
52,611
170,611
311,611
322,611
399,611
726,611
976,611
988,611
189,612
421,612
491,612
502,612
561,612
861,612
73,613
533,613
658,613
300,614
9,615
185,615
611,615
818,615
928,615
432,616
454,616
705,616
950,616
154,617
238,617
254,617
340,617
554,617
912,617
77,618
109,618
340,618
292,619
661,619
733,619
924,619
401,620
757,620
64,621
163,621
339,621
756,621
0,622
279,623
284,623
411,623
668,623
581,624
619,624
784,624
872,624
904,624
133,625
324,625
571,625
798,625
203,626
537,626
735,626
841,626
72,627
298,627
452,627
636,627
789,627
795,627
710,628
0,629
33,629
459,629
652,629
751,629
962,629
601,630
23,631
579,631
672,631
677,631
880,631
603,632
620,632
855,632
865,632
14,633
327,633
764,633
928,634
463,635
692,635
992,635
14,636
287,636
532,636
611,636
832,636
21,637
188,637
391,637
410,637
626,637
948,637
967,637
177,638
483,638
637,638
705,638
725,638
199,639
205,639
594,639
686,639
982,639
6,640
636,640
659,640
12,641
72,641
200,641
300,641
356,641
520,641
682,641
707,641
90,642
536,642
734,642
246,643
272,643
521,643
827,643
153,644
322,644
329,644
903,644
309,645
637,645
233,646
538,646
687,646
11,647
35,647
171,647
493,647
536,647
945,648
154,649
763,649
794,649
873,649
989,649
332,650
543,650
329,651
516,651
637,651
725,651
269,652
376,652
140,653
252,653
483,653
643,653
237,654
401,654
706,654
945,654
87,655
286,655
628,655
854,655
92,656
325,656
738,656
858,656
4,657
196,657
628,657
812,657
379,658
580,658
680,658
762,658
858,658
915,658
943,658
293,659
517,659
646,659
210,660
358,660
810,660
899,660
936,660
271,661
555,661
815,661
926,661
963,661
34,662
777,663
119,664
140,664
182,664
537,664
591,664
782,664
810,664
155,665
473,665
511,665
831,665
841,665
977,665
152,666
196,666
790,666
881,666
979,666
178,667
704,667
63,668
71,668
247,668
412,668
105,669
109,669
161,669
202,669
654,669
20,670
29,670
86,670
179,670
611,670
175,671
503,671
522,672
537,672
607,672
685,673
778,673
496,674
720,674
750,674
99,675
291,675
293,675
181,676
777,676
869,676
66,677
96,677
134,677
411,677
573,677
805,677
482,678
810,678
837,678
870,678
278,679
347,679
593,679
4,680
482,680
485,680
487,680
588,680
630,680
799,680
58,681
414,681
875,681
116,682
362,682
832,682
862,682
921,682
425,683
627,683
839,683
348,684
439,684
500,684
26,685
27,685
45,685
258,685
288,685
317,685
353,685
573,685
801,685
856,685
182,686
594,686
603,686
700,686
817,686
971,686
53,687
148,687
411,687
515,687
664,687
901,687
4,688
82,688
99,688
778,688
26,689
612,689
54,690
252,690
392,690
467,690
80,691
215,691
558,691
565,691
598,691
932,691
257,692
446,692
466,692
558,692
685,692
729,692
776,692
783,692
800,692
92,693
339,693
687,693
823,693
40,694
219,694
299,694
516,694
715,694
83,695
343,695
868,695
70,696
267,696
347,696
666,696
978,696
102,697
373,697
538,697
752,697
903,697
30,698
370,698
434,698
889,698
386,699
518,699
620,699
918,699
199,700
299,701
433,701
834,701
58,702
79,702
177,702
304,702
317,702
478,702
692,702
192,703
395,703
53,704
115,704
160,704
379,704
422,704
450,704
890,704
947,704
967,704
414,705
609,705
670,705
969,705
30,706
262,706
450,706
633,706
792,706
815,706
454,707
486,707
565,707
572,707
848,707
51,708
200,708
340,708
5,709
97,709
396,709
437,710
679,710
852,710
938,710
49,711
413,711
69,712
469,712
597,712
831,712
80,713
267,713
408,713
755,713
365,714
508,714
565,714
696,714
751,714
793,714
895,714
945,714
992,714
34,715
289,715
430,715
738,715
787,715
874,715
943,715
533,716
605,716
748,716
768,716
984,716
555,717
0,718
120,718
424,718
537,718
762,718
768,718
900,718
232,719
362,719
954,719
258,721
660,721
146,722
324,722
906,722
995,722
58,723
337,723
346,723
356,723
521,723
667,723
931,724
9,725
127,725
142,725
312,725
647,725
698,725
773,725
483,726
736,726
908,726
318,727
783,727
50,728
134,728
239,728
365,728
468,728
122,729
209,729
443,729
592,729
611,729
737,730
808,730
295,731
310,731
331,731
520,731
674,731
435,732
508,732
684,732
783,732
791,732
826,732
991,732
800,733
948,733
15,734
174,734
609,734
679,734
964,734
991,734
208,735
557,735
177,736
565,736
686,736
717,736
979,736
325,737
359,737
432,737
554,737
861,737
902,737
975,737
104,738
108,738
228,738
393,738
500,738
903,738
935,738
87,739
314,739
373,739
708,739
737,739
807,739
342,740
472,740
752,740
789,740
39,741
225,741
938,741
379,742
571,742
594,742
875,742
298,743
111,744
203,744
868,744
41,745
368,745
469,745
480,745
849,745
972,745
370,746
435,746
574,746
520,747
244,748
326,748
494,748
686,748
852,748
865,748
78,749
49,750
85,750
362,750
887,750
46,752
467,752
472,752
712,752
928,752
53,753
96,753
192,753
344,753
448,754
704,754
157,755
455,755
457,755
481,755
573,755
967,755
138,756
140,756
193,756
268,756
398,756
522,756
567,756
596,756
22,757
339,757
881,757
9,758
80,758
101,758
256,758
435,758
682,758
242,759
419,759
125,760
660,760
237,761
404,761
530,761
578,761
905,761
376,762
671,762
728,763
272,764
742,764
835,764
116,765
226,765
374,765
674,765
865,765
929,765
945,765
2,766
147,766
544,766
673,766
232,767
346,767
4,768
553,768
563,768
518,769
146,770
185,770
231,770
370,770
515,770
650,770
749,770
67,771
75,771
782,771
982,771
180,772
84,773
105,773
291,773
415,773
519,773
882,773
106,774
414,774
553,774
582,774
658,774
99,775
423,775
479,775
515,775
949,775
302,776
418,776
755,776
131,777
742,777
791,777
184,778
260,778
291,778
338,778
388,778
547,778
834,778
112,779
604,779
40,780
128,780
429,780
613,780
975,780
610,781
650,781
656,781
774,781
812,781
913,781
423,782
588,782
649,782
653,782
447,783
20,784
706,784
198,785
398,785
447,785
598,785
762,785
86,786
141,786
240,786
815,786
829,786
113,787
255,787
499,787
578,787
624,787
780,787
286,788
693,788
867,788
25,789
267,789
304,789
455,789
654,789
700,789
818,789
33,790
358,790
759,790
919,790
7,791
17,791
402,791
834,791
450,792
542,792
577,792
843,792
963,792
845,793
970,793
8,794
932,794
627,795
786,795
911,795
195,796
334,796
771,796
2,797
66,797
289,797
416,797
417,797
770,797
951,797
41,798
609,798
772,798
789,798
870,798
81,799
189,799
458,799
703,799
122,800
439,800
535,800
545,800
771,800
71,801
132,801
92,802
2,803
626,803
643,803
855,803
132,804
157,804
553,804
580,804
636,804
198,805
255,805
127,806
260,806
356,806
671,806
825,806
633,807
897,807
976,807
316,808
398,808
569,808
598,808
724,808
879,808
66,809
151,809
163,809
280,809
372,809
609,809
967,809
79,810
90,810
191,810
999,810
155,811
402,811
689,811
72,812
236,812
501,812
684,812
853,812
487,813
942,813
953,813
56,814
228,814
307,814
735,814
873,814
958,814
62,815
135,815
596,815
874,815
734,816
920,816
568,817
576,817
661,817
26,818
147,818
590,818
817,818
915,818
652,819
653,819
742,819
808,819
887,819
907,819
954,819
958,819
240,820
252,820
337,820
583,820
635,820
872,821
881,821
915,821
659,822
792,822
456,823
614,823
841,823
993,823
131,824
139,824
320,824
435,824
580,824
687,824
692,824
882,824
967,824
348,825
459,825
730,825
906,825
465,826
629,826
13,827
684,827
787,827
811,827
925,827
264,828
377,828
414,828
565,828
619,828
726,828
147,829
378,829
669,829
793,829
828,829
24,830
70,830
134,830
351,830
402,830
591,830
610,830
880,830
887,830
7,831
373,831
384,831
907,831
407,832
517,833
577,833
776,833
730,834
758,834
896,834
89,835
282,835
310,835
546,835
870,835
338,836
459,836
542,836
545,836
613,836
852,836
592,837
807,837
15,838
37,838
453,838
658,838
11,839
98,839
168,839
244,839
276,839
378,839
402,839
708,839
722,839
841,839
210,840
240,840
279,840
320,840
361,841
745,841
329,842
448,842
678,842
769,842
31,843
45,843
139,845
797,845
83,846
632,846
357,847
370,847
995,847
224,848
970,848
130,849
339,849
701,849
339,850
657,850
781,850
128,851
428,851
530,851
889,851
980,851
34,852
987,852
240,853
758,853
94,854
496,854
527,854
708,854
851,854
888,854
905,854
571,855
898,855
944,855
457,856
707,856
769,856
50,857
148,857
305,858
539,858
834,858
140,859
203,859
828,859
870,859
190,861
767,861
299,862
584,862
649,862
504,863
609,863
169,864
253,864
353,864
689,864
733,864
755,864
756,864
30,865
313,865
457,865
819,865
847,865
327,866
368,866
666,866
919,866
0,867
19,867
26,867
29,867
31,867
272,867
675,867
96,868
236,868
389,868
942,868
278,869
473,869
